id,timestamp,username,comment,source
139,2025-11-07 14:08:23,user45,Scam! I never received my order.,Shopee
140,2025-11-07 16:11:23,user46,I love AcmeShop! Fast delivery and great product quality.,Facebook
141,2025-11-07 18:14:23,user0,Terrible experience — item arrived damaged and support is useless.,YouTube
142,2025-11-07 20:17:23,user1,Decent price but packaging was poor.,Twitter
143,2025-11-07 22:20:23,user2,"Amazing customer service, they resolved my issue quickly.",Instagram
144,2025-11-08 00:23:23,user3,"Ordered twice, both times delayed. Not happy.",Shopee
145,2025-11-08 02:26:23,user4,Product doesn't match description. Very disappointed.,Facebook
146,2025-11-08 04:29:23,user5,Great value for money. Highly recommend AcmeShop!,YouTube
147,2025-11-08 06:32:23,user6,"Support replied after 5 days, unacceptable.",Twitter
148,2025-11-08 08:35:23,user7,Refund processed promptly. Thank you!,Instagram
149,2025-11-08 10:38:23,user8,Shipping was fast but product quality is average.,Shopee
150,2025-11-08 12:41:23,user9,Worst shopping experience ever. Will never buy again.,Facebook
151,2025-11-08 14:44:23,user10,Amazing product! Exceeded expectations.,YouTube
152,2025-11-08 16:47:23,user11,Delivery person was rude. Not pleased.,Twitter
153,2025-11-08 18:50:23,user12,Quick delivery and easy return process.,Instagram
154,2025-11-08 20:53:23,user13,"The app crashed during checkout, frustrating.",Shopee
155,2025-11-08 22:56:23,user14,Excellent! The color was perfect and fits well.,Facebook
156,2025-11-09 00:59:23,user15,Received wrong item — support is helping though.,YouTube
157,2025-11-09 03:02:23,user16,"Packaging saved the product from damage, good job.",Twitter
158,2025-11-09 05:05:23,user17,Late delivery but customer service gave a voucher.,Instagram
159,2025-11-09 07:08:23,user18,Scam! I never received my order.,Shopee
160,2025-11-09 09:11:23,user19,I love AcmeShop! Fast delivery and great product quality.,Facebook
161,2025-11-09 11:14:23,user20,Terrible experience — item arrived damaged and support is useless.,YouTube
162,2025-11-09 13:17:23,user21,Decent price but packaging was poor.,Twitter
163,2025-11-09 15:20:23,user22,"Amazing customer service, they resolved my issue quickly.",Instagram
164,2025-11-09 17:23:23,user23,"Ordered twice, both times delayed. Not happy.",Shopee
165,2025-11-09 19:26:23,user24,Product doesn't match description. Very disappointed.,Facebook
166,2025-11-09 21:29:23,user25,Great value for money. Highly recommend AcmeShop!,YouTube
167,2025-11-09 23:32:23,user26,"Support replied after 5 days, unacceptable.",Twitter
168,2025-11-10 01:35:23,user27,Refund processed promptly. Thank you!,Instagram
169,2025-11-10 03:38:23,user28,Shipping was fast but product quality is average.,Shopee
170,2025-11-10 05:41:23,user29,Worst shopping experience ever. Will never buy again.,Facebook
171,2025-11-10 07:44:23,user30,Amazing product! Exceeded expectations.,YouTube
172,2025-11-10 09:47:23,user31,Delivery person was rude. Not pleased.,Twitter
173,2025-11-10 11:50:23,user32,Quick delivery and easy return process.,Instagram
174,2025-11-10 13:53:23,user33,"The app crashed during checkout, frustrating.",Shopee
175,2025-11-10 15:56:23,user34,Excellent! The color was perfect and fits well.,Facebook
176,2025-11-10 17:59:23,user35,Received wrong item — support is helping though.,YouTube
177,2025-11-10 20:02:23,user36,"Packaging saved the product from damage, good job.",Twitter
178,2025-11-10 22:05:23,user37,Late delivery but customer service gave a voucher.,Instagram
179,2025-11-11 00:08:23,user38,Scam! I never received my order.,Shopee
180,2025-11-11 02:11:23,user39,I love AcmeShop! Fast delivery and great product quality.,Facebook
181,2025-11-11 04:14:23,user40,Terrible experience — item arrived damaged and support is useless.,YouTube
182,2025-11-11 06:17:23,user41,Decent price but packaging was poor.,Twitter
183,2025-11-11 08:20:23,user42,"Amazing customer service, they resolved my issue quickly.",Instagram
184,2025-11-11 10:23:23,user43,"Ordered twice, both times delayed. Not happy.",Shopee
185,2025-11-11 12:26:23,user44,Product doesn't match description. Very disappointed.,Facebook
186,2025-11-11 14:29:23,user45,Great value for money. Highly recommend AcmeShop!,YouTube
187,2025-11-11 16:32:23,user46,"Support replied after 5 days, unacceptable.",Twitter
188,2025-11-11 18:35:23,user0,Refund processed promptly. Thank you!,Instagram
189,2025-11-11 20:38:23,user1,Shipping was fast but product quality is average.,Shopee
190,2025-11-11 22:41:23,user2,Worst shopping experience ever. Will never buy again.,Facebook
191,2025-11-12 00:44:23,user3,Amazing product! Exceeded expectations.,YouTube
192,2025-11-12 02:47:23,user4,Delivery person was rude. Not pleased.,Twitter
193,2025-11-12 04:50:23,user5,Quick delivery and easy return process.,Instagram
194,2025-11-12 06:53:23,user6,"The app crashed during checkout, frustrating.",Shopee
195,2025-11-12 08:56:23,user7,Excellent! The color was perfect and fits well.,Facebook
196,2025-11-12 10:59:23,user8,Received wrong item — support is helping though.,YouTube
197,2025-11-12 13:02:23,user9,"Packaging saved the product from damage, good job.",Twitter
198,2025-11-12 15:05:23,user10,Late delivery but customer service gave a voucher.,Instagram
199,2025-11-12 17:08:23,user11,Scam! I never received my order.,Shopee
200,2025-11-12 19:11:23,user12,I love AcmeShop! Fast delivery and great product quality.,Facebook
